Wall time,Step,Value
1676691031.721152,0,0.3566666841506958
1676691031.723147,1,0.3643589913845062
1676691031.723147,2,0.38717949390411377
1676691031.723147,3,0.3998076915740967
1676691031.723147,4,0.4148077070713043
1676691031.723147,5,0.4248718023300171
1676691031.723147,6,0.442884624004364
1676691031.723147,7,0.49589744210243225
1676691031.723147,8,0.5138461589813232
1676691031.723147,9,0.5417307615280151
1676691031.723147,10,0.5416025519371033
1676691031.723147,11,0.5644872188568115
1676691031.723147,12,0.577179491519928
1676691031.7241457,13,0.5822436213493347
1676691031.7241457,14,0.5948718190193176
1676691031.7241457,15,0.6000000238418579
1676691031.7241457,16,0.6100000143051147
1676691031.7241457,17,0.6100000143051147
1676691031.725142,18,0.6276923418045044
1676691031.725142,19,0.6301923394203186
1676691031.725142,20,0.6352564096450806
1676691031.725142,21,0.6326923370361328
1676691031.7261386,22,0.6301282048225403
1676691031.7261386,23,0.6326923370361328
1676691031.7261386,24,0.6326923370361328
1676691031.7261386,25,0.6326923370361328
1676691031.7261386,26,0.6276282072067261
1676691031.7261386,27,0.6250641345977783
1676691031.7271369,28,0.6276922821998596
1676691031.7271369,29,0.6251922845840454
1676691031.7271369,30,0.6276923418045044
1676691031.7271369,31,0.6276282072067261
1676691031.7271369,32,0.6276923418045044
1676691031.7281334,33,0.6328205466270447
1676691031.7281334,34,0.6303205490112305
1676691031.7281334,35,0.6328205466270447
1676691031.7281334,36,0.6353205442428589
1676691031.7281334,37,0.6378846168518066
1676691031.7281334,38,0.6403846144676208
1676691031.7291315,39,0.6378205418586731
1676691031.7291315,40,0.6353846192359924
1676691031.7291315,41,0.6353846192359924
1676691031.7291315,42,0.637948751449585
1676691031.7291315,43,0.6405128240585327
1676691031.7291315,44,0.6455128192901611
1676691031.7301285,45,0.6480769515037537
1676691031.7301285,46,0.6455128192901611
1676691031.7301285,47,0.6505769491195679
1676691031.7301285,48,0.6505769491195679
1676691031.7301285,49,0.6505769491195679
