Wall time,Step,Value
1676691031.2214983,0,0.08811788260936737
1676691031.2224653,1,0.12966319918632507
1676691031.2224653,2,0.20352165400981903
1676691031.2224653,3,0.25583818554878235
1676691031.2224653,4,0.30982547998428345
1676691031.2224653,5,0.36250239610671997
1676691031.2224653,6,0.41561073064804077
1676691031.2224653,7,0.5069582462310791
1676691031.2224653,8,0.5405486226081848
1676691031.2224653,9,0.5817190408706665
1676691031.2224653,10,0.5894947648048401
1676691031.2224653,11,0.623284101486206
1676691031.2234628,12,0.6414427161216736
1676691031.2234628,13,0.6472142338752747
1676691031.2234628,14,0.6655095815658569
1676691031.2234628,15,0.6721838116645813
1676691031.2244604,16,0.6830251812934875
1676691031.2244604,17,0.6850321888923645
1676691031.2244604,18,0.7016992568969727
1676691031.2244604,19,0.7063930034637451
1676691031.225458,20,0.709617018699646
1676691031.225458,21,0.7074763178825378
1676691031.225458,22,0.7061430215835571
1676691031.225458,23,0.7094399929046631
1676691031.2264547,24,0.7106707692146301
1676691031.2264547,25,0.7115921974182129
1676691031.2264547,26,0.7081454992294312
1676691031.2264547,27,0.705478847026825
1676691031.2264547,28,0.7086360454559326
1676691031.2264547,29,0.7061686515808105
1676691031.2274523,30,0.7092604637145996
1676691031.2274523,31,0.7096104621887207
1676691031.2274523,32,0.7093835473060608
1676691031.2274523,33,0.7131264209747314
1676691031.2274523,34,0.7117123007774353
1676691031.2274523,35,0.7152864933013916
1676691031.2284493,36,0.7183165550231934
1676691031.2284493,37,0.721122682094574
1676691031.2284493,38,0.723412275314331
1676691031.2284493,39,0.7212193012237549
1676691031.2284493,40,0.7188477516174316
1676691031.2284493,41,0.7188477516174316
1676691031.2294466,42,0.7210555672645569
1676691031.2294466,43,0.7233179807662964
1676691031.2294466,44,0.728460967540741
1676691031.2294466,45,0.73201584815979
1676691031.2294466,46,0.7298080325126648
1676691031.2294466,47,0.7336893677711487
1676691031.230444,48,0.7336893677711487
1676691031.230444,49,0.7336893677711487
