Wall time,Step,Value
1676693778.6233847,0,0.1101021096110344
1676693778.6243823,1,0.19932720065116882
1676693778.6243823,2,0.2935974895954132
1676693778.6243823,3,0.3682597577571869
1676693778.6243823,4,0.4502459168434143
1676693778.6243823,5,0.5303830504417419
1676693778.6243823,6,0.5910530686378479
1676693778.6243823,7,0.6440292596817017
1676693778.6243823,8,0.6783806681632996
1676693778.6243823,9,0.6973903179168701
1676693778.6243823,10,0.6972062587738037
1676693778.6243823,11,0.7007777094841003
1676693778.6253529,12,0.7118147611618042
1676693778.6253529,13,0.719610869884491
1676693778.6253529,14,0.7205517292022705
1676693778.6253529,15,0.7260878086090088
1676693778.6263485,16,0.7334211468696594
1676693778.6263485,17,0.7297174334526062
1676693778.6263485,18,0.7371248602867126
1676693778.6263485,19,0.7451248168945312
1676693778.6273477,20,0.7451248168945312
1676693778.6273477,21,0.7483506798744202
1676693778.6273477,22,0.7483506798744202
1676693778.6273477,23,0.7449023723602295
1676693778.6273477,24,0.7450690269470215
1676693778.6283443,25,0.7487727403640747
1676693778.6283443,26,0.7418432235717773
1676693778.6283443,27,0.7418432235717773
1676693778.6283443,28,0.7374954223632812
1676693778.6283443,29,0.7329251170158386
1676693778.6283443,30,0.7329251170158386
1676693778.6293414,31,0.7366288304328918
1676693778.6293414,32,0.7400770783424377
1676693778.6293414,33,0.7444249391555786
1676693778.6293414,34,0.7404249310493469
1676693778.6293414,35,0.7412013411521912
1676693778.6293414,36,0.7412013411521912
1676693778.6303391,37,0.7376298904418945
1676693778.6303391,38,0.7376298904418945
1676693778.6303391,39,0.7416298985481262
1676693778.6303391,40,0.7416298985481262
1676693778.6303391,41,0.7416298985481262
1676693778.6313355,42,0.7416298985481262
1676693778.6313355,43,0.7416298985481262
1676693778.6313355,44,0.7376298904418945
1676693778.6313355,45,0.7376298904418945
1676693778.6313355,46,0.7334632277488708
1676693778.6323333,47,0.7334632277488708
1676693778.6323333,48,0.7378110289573669
1676693778.6323333,49,0.7415147423744202
