Wall time,Step,Value
1676685462.946187,0,0.12546060979366302
1676685462.9471507,1,0.4615149199962616
1676685462.9471507,2,0.72193843126297
1676685462.9471507,3,0.8316258788108826
1676685462.9471507,4,0.8640097975730896
1676685462.9471507,5,0.8769986629486084
1676685462.9471507,6,0.8883957862854004
1676685462.9471507,7,0.895865261554718
1676685462.9471507,8,0.9000762104988098
1676685462.9471507,9,0.9021711349487305
1676685462.9471507,10,0.9059084057807922
1676685462.9471507,11,0.9073746204376221
1676685462.948148,12,0.9130262136459351
1676685462.948148,13,0.9129409790039062
1676685462.948148,14,0.9146124124526978
1676685462.9491456,15,0.9152773022651672
1676685462.9491456,16,0.9144535064697266
1676685462.9491456,17,0.9153782725334167
1676685462.9491456,18,0.9150998592376709
1676685462.9501424,19,0.914961040019989
1676685462.9501424,20,0.9157825708389282
1676685462.95114,21,0.9166209101676941
1676685462.95114,22,0.9162346124649048
1676685462.95114,23,0.9171998500823975
1676685462.95114,24,0.9171998500823975
1676685462.95114,25,0.9162346124649048
1676685462.9521365,26,0.9162346124649048
1676685462.9521365,27,0.9160163998603821
1676685462.9521365,28,0.9142103791236877
1676685462.9521365,29,0.9132798314094543
1676685462.9521365,30,0.9115418791770935
1676685462.9531345,31,0.9107173085212708
1676685462.9531345,32,0.9107173085212708
1676685462.9531345,33,0.9108651876449585
1676685462.9531345,34,0.9108651876449585
1676685462.9531345,35,0.9108651876449585
1676685462.9541311,36,0.9118304252624512
1676685462.9541311,37,0.9137711524963379
1676685462.9541311,38,0.9137711524963379
1676685462.9541311,39,0.9137711524963379
1676685462.9541311,40,0.9137711524963379
1676685462.9551294,41,0.9136275053024292
1676685462.9551294,42,0.9126805067062378
1676685462.9551294,43,0.9107861518859863
1676685462.9551294,44,0.9117659330368042
1676685462.9551294,45,0.9116224050521851
1676685462.9551294,46,0.9124142527580261
1676685462.9561267,47,0.9124142527580261
1676685462.9561267,48,0.9114516377449036
1676685462.9561267,49,0.9114516377449036
